origin,vol_cbm,weight_ton,partner_longitude,partner_latitude,kecamatan,result
SO359793,0.30121820000000005,0.1122,106.7503178,-6.1690139,KEMBANGAN,30
SO359287,0.052521000000000005,0.027000000000000003,106.7262191,-6.1629415000000005,CENGKARENG,30
SO358897,0.15126573,0.076237,106.71943,-6.16878,CENGKARENG,30
SO360384,0.08942,0.043394,106.73817,-6.14229,CENGKARENG,31
SO360106,0.51006025,0.13854,106.7296858,-6.1465044,CENGKARENG,31
SO359816,0.41269768,0.21414,106.7388,-6.1420699999999995,CENGKARENG,31
SO359468,0.17507,0.09,106.737401,-6.128039,CENGKARENG,31
SO359389,0.025688,0.003953,106.74911609999998,-6.1433231,CENGKARENG,31
SO361125,0.025688,0.008376,106.76945549999999,-6.3398821,PAMULANG,32
SO360980,0.00889203,0.0068,106.75549479999998,-6.3219566,CIPUTAT TIMUR,32
SO360723,0.025688,0.0020039999999999997,106.75103,-6.31982,CIPUTAT TIMUR,32
SO359562,0.26327,0.14,106.7607084,-6.3185078,CIPUTAT TIMUR,32
SO359218,0.154128,0.0142385,106.75251829999999,-6.341660500000001,CIPUTAT,32
SO359099,0.11946984,0.057307,106.75841969999999,-6.3193178,CIPUTAT TIMUR,32
SO360910,0.17543875,0.079776,106.7303699,-6.294510900000001,CIPUTAT,33
SO360717,0.127118,0.01181,106.730791,-6.301114,CIPUTAT TIMUR,33
SO360626,0.025688,0.003724,106.7355088,-6.3097772,PAMULANG,33
SO360410,0.34388225,0.028165,106.73789860000001,-6.2866931,CIPUTAT TIMUR,33
SO359813,0.15622839,0.035987000000000005,106.7418291,-6.2909085,CIPUTAT TIMUR,33
SO360932,0.359632,0.039871,106.70781509999999,-6.3176901,CIPUTAT,34
SO360809,0.24433449999999998,0.038700000000000005,106.70912,-6.32457,PAMULANG,34
SO360480,0.6309035,0.170303,106.7010798,-6.3175386,SERPONG,34
SO359363,0.43,0.1,106.70296699999999,-6.315348,SERPONG,34
SO359307,0.26260500000000003,0.135,106.7127987,-6.3242494,CIPUTAT,34
SO359095,0.14282746699999999,0.046116500000000005,106.70837590000001,-6.3306165,PAMULANG,34
SO360975,0.82444154,0.31273500000000004,106.78974509999999,-6.3699112,LIMO,35
SO360695,0.4347,0.03,106.78987649999999,-6.3732119,CINERE,35
SO359496,0.557339,0.135075,106.78787179999999,-6.3789251,CINERE,35
SO359486,0.378093301,0.16348400000000002,106.78128590000001,-6.3561179,CINERE,35
SO360848,0.27105005,0.11233,106.7197472,-6.3965585,GUNUNG SINDUR,36
SO360803,0.06026803,0.050012,106.69921219999999,-6.3906917000000005,GUNUNG SINDUR,36
SO360599,0.07151875,0.028064,106.6962423,-6.387608,GUNUNG SINDUR,36
SO360496,0.05166559999999999,0.01425,106.69428640000001,-6.3709836,GUNUNG SINDUR,36
SO360299,0.0966645,0.016575,106.6924774,-6.3746468,GUNUNG SINDUR,36
SO360251,0.05052892,0.01555,106.7074373,-6.3773042,GUNUNG SINDUR,36
SO359015,0.30903525,0.1284085,106.698419,-6.3580127,SETU,36
SO358986,0.05651478,0.016399999999999998,106.7066946,-6.3994766,GUNUNG SINDUR,36
SO358887,0.00889203,0.0068,106.7059575,-6.397899,GUNUNG SINDUR,36
SO359573,0.2141756,0.08009,106.74619879999999,-6.3847765999999995,BOJONGSARI,37
SO359481,0.31368850000000004,0.0964,106.73471940000002,-6.3762504,BOJONGSARI,37
SO359183,0.35783646,0.17254,106.74450800000001,-6.3946488,BOJONGSARI,37
SO359890,0.139705585,0.027276799999999997,106.73854509999998,-6.3619403,BOJONGSARI,38
SO359457,2.15,0.5,106.73638159999999,-6.3487415,PAMULANG,38
SO360287,0.20325075,0.042466,106.72658329999999,-6.3475936,PAMULANG,39
SO359814,0.46781947,0.14720899999999998,106.72243449999999,-6.358396599999999,PAMULANG,39
SO359723,0.26800825,0.10344300000000001,106.72576289999999,-6.346193799999999,PAMULANG,39
SO359292,0.10190492,0.03889,106.70919930000001,-6.3445611,SERPONG,39
SO358911,0.025688,0.012897,106.71472659999998,-6.3529808,SETU,39
SO361063,0.055644500000000006,0.022209,106.7666457,-6.3113362,CIPUTAT TIMUR,40
SO361015,0.930392068,0.211556,106.7713773,-6.3004239,CILANDAK,40
SO360944,0.235552,0.03654,106.75199029999999,-6.2987655,CIPUTAT TIMUR,40
SO360253,0.025688,0.0021899999999999997,106.75965729999999,-6.2956642,CIPUTAT TIMUR,40
SO360200,0.11283800000000001,0.051192,106.75173000000001,-6.290430000000001,CIPUTAT TIMUR,40
SO360140,0.12505168,0.061,106.77100940000001,-6.3288142,PAMULANG,40
SO359978,0.047918,0.006987999999999999,106.756064,-6.2743792,CIPUTAT TIMUR,40
SO359687,0.15024475,0.032559,106.769566,-6.297911,CIPUTAT TIMUR,40
SO359477,0.294798445,0.117155,106.7554747,-6.294643,CIPUTAT TIMUR,40
SO359357,0.07678,0.021939,106.75277309999998,-6.2985361,CIPUTAT TIMUR,40
SO358874,0.2030735,0.113978,106.77143999999998,-6.305280000000001,CIPUTAT TIMUR,40
SO360540,1.080752118,0.328071,106.82177279999999,-6.2405017,MAMPANG PRAPATAN,41
SO361163,0.163216,0.015086500000000001,106.78533999999999,-6.2588,KEBAYORAN BARU,42
SO360482,0.17390150000000001,0.10019,106.800601,-6.257651999999999,KEBAYORAN BARU,42
SO359659,0.138435,0.02653,106.79488290000002,-6.26207,KEBAYORAN BARU,42
SO359613,0.50316219,0.265992,106.7932761,-6.2574065999999995,KEBAYORAN BARU,42
SO359305,0.200758,0.092,106.7954163,-6.2627458,KEBAYORAN BARU,42
SO359197,0.3606896,0.155595,106.7948686,-6.256808599999999,KEBAYORAN BARU,42
SO359194,0.165825,0.040827999999999996,106.7971703,-6.2693374,CILANDAK,42
SO358915,0.35014,0.18,106.7932798,-6.2587587,KEBAYORAN BARU,42
